LocusID,Gene Name,Gene Synonyns,Product Name,Product Synonyms,Human_Sputum_B,Human_Sputum_A,Human_Sputum_C,Human_Sputum_D,Human_Sputum_E,Human_Sputum_F,Human_Sputum_G,HumanSputum_EM55B,HumanSputum_EM59,HumanSputum_EM60B,HumanSputum_EM13,HumanSputum_EM24,HumanSputum_EM30,HumanSputum_EM33,HumanSputum_EM35B,HumanSputum_EM36,HumanSputum_EM37B,HumanSputum_EM43,HumanSputum_EM48B,HumanSputum_EM49 ,HumanSputum_EM53B,HumanSputum_EM6,HumanSputum_EM61,HumanSputum_EM70
PA1254,lhpC,--,delta1-pyrroline-4-hydroxy-2-carboxylate deaminase LphC,"delta1-pyrroline-4-hydroxy-2-carboxylate deaminase, LphC ; probable dihydrodipicolinate synthetase",0,3,8,11,3,0,14,7,8,0,0,0,2,2,9,2,6,7,0,3,3,0,2,0
PA1255,lhpK,--,D-hydroxyproline epimerase LhpK,"D-hydroxyproline epimerase, LhpK ; hypothetical protein",0,5,2,0,4,2,15,13,3,0,0,0,5,7,11,0,0,0,1,4,0,0,0,1
PA1256,lhpO,--,ABC transporter ATP-binding protein LhpO,"amino acid ABC transporter ATP binding protein ; ABC transporter ATP-binding protein, LhpO",8,0,1,5,2,0,21,5,8,0,0,0,0,0,11,1,0,5,3,2,5,0,5,5
PA1257,lhpN,--,amino acid ABC transporter membrane protein LhpN,"amino acid ABC transporter membrane protein ; amino acid ABC transporter membrane protein, LhpN",5,2,0,0,0,1,15,5,0,0,1,0,4,8,6,3,4,0,2,1,6,0,2,3
PA1258,lhpM,--,Permease of ABC transporter LhpM,"Permease of ABC transporter, LhpM ; probable permease of ABC transporter",0,0,0,0,0,0,2,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
PA1259,lhpH,--,LhpH,LhpH ; hypothetical protein,1,10,3,0,7,0,7,17,1,0,5,5,35,10,18,5,2,3,0,1,9,0,5,2
PA1260,lhpP,--,ABC transporter periplasmic-binding protein LhpP,"amino acid ABC transporter periplasmic binding protein ; ABC transporter periplasmic-binding protein, LhpP",8,17,7,13,19,2,380,13,1,0,5,9,26,0,23,0,17,4,0,1,1,9,4,3
PA1261,lhpR,--,Transcriptional regulator LhpR,"Transcriptional regulator, LhpR ; probable transcriptional regulator",4,4,0,0,3,5,1,19,24,0,0,0,14,27,11,0,6,0,5,10,4,3,7,8
PA1262,--,--,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,8,7,15,1,1,0,25,16,4,3,4,0,10,5,14,3,0,1,1,2,5,15,4,5
PA1263,--,--,hypothetical protein,--,68,51,20,9,41,15,88,185,112,7,33,0,67,53,82,32,9,17,11,30,45,48,23,114
PA1264,--,--,probable transcriptional regulator,--,37,59,26,8,32,1,95,77,27,9,26,16,38,24,47,23,19,7,1,13,24,12,13,52
PA1265,--,--,hypothetical protein,--,2,4,0,8,7,0,25,30,2,1,4,7,9,5,8,3,2,5,1,5,7,0,0,6
PA1266,lhpE,--,D-hydroxyproline dehydrogenase alpha-subunit LphE,"D-hydroxyproline dehydrogenase alpha-subunit, LphE ; probable oxidoreductase",0,4,1,0,0,1,7,9,2,0,0,0,0,0,7,1,6,0,1,1,4,6,0,2
PA1266.1,lhpF,--,D-hydroxyproline dehydrogenase gamma-subunit LphF,"D-hydroxyproline dehydrogenase gamma-subunit, LphF",0,0,1,0,0,0,9,3,2,0,0,16,0,0,5,0,0,0,0,0,1,0,0,0
PA1267,lhpB,--,D-hydroxyproline dehydrogenase beta-subunit LphB,"D-hydroxyproline dehydrogenase beta-subunit, LphB ; hypothetical protein",7,3,0,0,4,1,82,4,3,0,0,27,3,0,7,2,3,0,0,0,0,16,0,0
PA1268,lhpA,--,Hydroxyproline 2-epimerase LhpA,"Hydroxyproline 2-epimerase, LhpA ; hypothetical protein",2,4,3,0,0,0,13,10,2,0,2,4,1,16,7,0,1,2,1,1,3,0,0,5
PA1269,--,--,probable transcriptional regulator,--,114,30,85,18,11,111,147,82,73,7,9,0,46,27,71,20,15,22,3,6,42,55,17,121
PA1270,--,--,hypothetical protein,--,24,35,27,58,8,4,66,67,19,3,8,13,13,25,25,2,4,18,20,13,25,15,15,17
PA1271,--,--,probable tonB-dependent receptor,--,241,70,300,99,65,25,1201,161,101,19,102,0,20,69,127,36,20,100,31,66,122,102,23,380
PA1272,cobO,cobA ; btuR,cob(I)alamin adenosyltransferase,--,241,40,356,214,90,22,564,106,94,15,43,6,29,175,62,2,12,154,13,12,45,100,16,249
PA1273,cobB,cbiA,cobyrinic acid ac-diamide synthase,--,22,42,62,20,33,9,100,180,62,16,51,9,40,56,52,6,22,130,12,31,64,35,13,64
PA1274,--,bluB,conserved hypothetical protein,--,56,19,84,21,12,6,208,72,84,6,27,0,13,69,37,4,6,93,6,18,36,16,20,154
PA1275,cobD,cbiB,cobalamin biosynthetic protein CobD,cobalamin biosynthetic protein CbiB,63,24,105,21,30,13,166,92,40,7,56,0,5,1,32,4,10,124,41,11,44,9,23,85
PA1276,cobC,cobD,cobalamin biosynthetic protein CobC,--,22,40,62,22,29,6,90,115,44,8,70,19,7,44,30,2,16,157,23,14,50,1,28,70
PA1277,cobQ,cbiP,cobyric acid synthase,--,82,36,110,40,37,16,158,114,55,7,107,11,15,68,33,2,20,174,36,10,59,52,27,123
PA1278,cobP,cobU,cobinamide kinase,--,28,15,32,20,6,6,48,118,35,3,50,16,16,25,37,0,26,168,19,21,84,28,16,44
PA1279,cobU,cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,cobalamin biosynthesis protein cobU,21,13,23,20,6,1,50,82,23,4,24,0,9,10,26,3,4,111,24,3,44,35,2,40
PA1280,--,cobC,hypothetical protein,--,38,10,44,9,25,1,120,57,22,5,23,0,6,27,21,4,4,56,20,15,34,10,17,99
PA1281,cobV,cobS,cobalamin (5'-phosphate) synthase,--,10,11,35,1,10,10,53,76,28,5,11,11,6,17,18,5,1,73,11,13,43,41,9,28
PA1282,--,--,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,33,8,17,9,9,15,63,46,45,14,17,4,91,59,54,7,45,30,3,26,79,18,10,29
PA1283,--,--,probable transcriptional regulator,--,29,12,36,4,11,11,80,52,10,5,0,34,71,20,13,0,18,36,3,23,34,14,9,26
PA1284,--,--,probable acyl-CoA dehydrogenase,--,7,5,8,2,3,1,24,15,9,1,0,1,33,3,5,8,22,1,1,7,10,15,1,8
PA1285,--,--,probable transcriptional regulator,--,193,120,178,229,42,26,297,104,36,10,41,28,46,35,62,7,16,19,28,22,43,16,59,145
PA1286,--,--,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,21,46,48,30,6,16,192,81,6,5,13,53,33,35,63,18,22,15,9,19,56,0,65,28
PA1287,--,--,probable glutathione peroxidase,--,323,65,127,115,89,37,607,101,63,14,68,19,34,50,45,6,17,11,7,4,35,86,28,117
PA1288,--,ompP1 ; fadL,probable outer membrane protein precursor,--,409,293,453,127,288,98,1058,589,253,44,315,199,178,218,344,106,125,179,81,97,251,218,103,538
PA1289,--,--,hypothetical protein,--,7,10,4,1,11,2,137,70,11,8,4,7,12,23,32,14,26,9,1,29,28,1,5,16
PA1290,--,--,probable transcriptional regulator,--,121,180,46,20,20,5,1101,35,22,2,27,46,45,12,85,27,35,9,2,27,23,66,14,44
PA1291,--,--,hypothetical protein,--,85,61,36,45,24,14,437,82,19,5,5,27,23,17,61,26,59,15,9,25,33,21,27,56
PA1292,--,--,probable 3-mercaptopyruvate sulfurtransferase,--,43,28,15,3,27,9,104,96,11,8,44,13,18,20,37,28,45,22,65,17,40,80,11,59
PA1293,--,--,hypothetical protein,--,557,82,631,63,92,70,19273,86,60,36,45,15,26,41,224,85,44,28,237,108,119,347,8,1198
PA1294,rnd,--,ribonuclease D,--,365,76,258,48,99,46,472,293,171,22,102,44,120,160,160,18,41,215,24,35,112,188,33,428
PA1295,--,ycgL,conserved hypothetical protein,--,40,6,79,17,45,4,279,61,34,5,25,0,5,14,32,4,22,17,13,10,29,46,21,141
PA1296,--,--,probable 2-hydroxyacid dehydrogenase,--,247,102,262,49,129,24,416,425,397,34,221,129,45,251,144,15,82,225,38,56,148,177,69,390
PA1297,--,--,probable metal transporter,--,17,9,9,3,10,14,126,291,53,6,20,102,26,213,252,30,26,58,6,26,19,210,27,20
PA1298,--,yohL,conserved hypothetical protein,--,12,11,20,6,13,10,38,55,35,3,1,68,10,60,13,5,12,10,7,7,15,9,6,24
PA1299,--,ycgN,conserved hypothetical protein,--,96,32,70,27,41,23,555,216,148,27,26,116,89,169,145,35,123,76,46,98,164,121,30,63
PA1300,hxuI,--,HxuI,"ECF sigma factor ; probable sigma-70 factor, ECF subfamily ; HxuI ; ECF sigma factor HxuI",212,75,331,296,128,39,617,396,47,12,117,58,60,61,147,19,29,165,91,47,97,85,76,286
PA1301,hxuR,--,HxuR,HxuR ; anti-sigma factor HxuR,400,139,706,473,171,74,1320,530,81,17,168,40,147,61,248,31,41,374,180,90,230,200,147,706
PA1302,hxuA,hxuC,HxuA,HxuA ; Heme receptor HxuA,703,74,1360,523,84,465,696,299,81,55,177,70,106,78,260,26,111,211,163,39,173,88,188,433
PA1303,--,--,signal peptidase,signal peptidase,3,5,14,0,0,5,37,8,9,0,15,20,11,16,7,0,4,3,5,9,33,6,0,7
PA1304,--,--,probable oligopeptidase,--,49,24,44,29,8,24,145,76,36,3,42,37,19,31,41,15,34,36,15,15,79,46,8,86
PA1305,--,--,hypothetical protein,--,775,106,305,94,118,43,1881,342,201,19,162,23,38,132,148,47,72,184,46,37,130,141,56,322
PA1306,--,--,probable HIT family protein,--,244,42,209,40,58,39,998,272,92,16,112,32,49,74,171,29,31,103,44,26,198,117,52,369
PA1307,--,yafJ,conserved hypothetical protein,--,383,104,395,184,120,73,1461,540,137,56,173,136,154,173,230,39,93,178,72,84,304,115,51,538
PA1308,--,--,hypothetical protein,--,119,31,94,34,10,9,454,188,16,4,29,81,23,36,78,12,35,48,22,15,81,115,15,193
PA1309,--,--,probable transcriptional regulator,--,500,42,122,21,7,7,1979,90,18,62,13,11,16,63,201,48,66,26,10,14,33,172,4,163
PA1310,phnW,--,2-aminoethylphosphonate:pyruvate aminotransferase,--,43,14,57,18,10,3,166,53,8,17,10,0,11,18,54,21,27,14,3,17,19,15,6,78
PA1311,phnX,--,2-phosphonoacetaldehyde hydrolase,--,24,4,20,29,5,1,90,26,6,9,3,0,9,0,31,9,0,17,1,12,3,16,0,56
PA1312,--,--,probable transcriptional regulator,--,23,22,15,4,9,8,51,99,18,5,12,8,20,6,25,15,25,26,7,10,36,9,18,29
PA1313,--,--,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,4,9,9,0,15,2,32,45,4,0,27,12,14,2,30,1,15,9,3,9,5,0,6,12
PA1314,--,--,hypothetical protein,--,9,17,41,18,2,4,422,21,1,2,13,0,4,9,16,5,12,2,3,6,11,7,6,27
PA1315,--,--,probable transcriptional regulator,--,21,22,14,7,33,15,28,64,11,1,32,56,11,5,31,1,8,11,11,21,28,28,15,28
PA1316,--,--,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,89,39,24,14,34,12,99,59,39,4,30,209,20,107,54,16,24,16,8,10,62,9,129,31
PA1317,cyoA,--,cytochrome o ubiquinol oxidase subunit II,--,992,31,556,252,81,17,6992,230,102,41,61,16,55,128,221,72,58,172,29,42,208,224,29,811
PA1318,cyoB,--,cytochrome o ubiquinol oxidase subunit I,--,31544,717,28210,998,276,40,153022,316,695,640,126,80,130,1289,2989,358,582,368,41,43,247,984,88,13000
PA1319,cyoC,--,cytochrome o ubiquinol oxidase subunit III,--,165,32,200,155,75,6,448,137,46,18,55,0,54,45,130,23,27,124,12,10,125,103,18,266
PA1320,cyoD,--,cytochrome o ubiquinol oxidase subunit IV,--,141,13,227,113,71,3,460,111,52,5,46,12,38,48,50,21,37,109,12,10,149,91,25,290
PA1321,cyoE,--,cytochrome o ubiquinol oxidase protein CyoE,--,2435,72,1318,67,82,28,24483,130,89,38,40,47,44,36,204,71,31,173,20,10,209,306,56,628
PA1322,--,pfuA,probable TonB-dependent receptor,--,13,6,27,44,12,4,42,27,9,5,0,0,45,32,13,0,13,6,3,8,23,0,4,18
PA1323,--,--,hypothetical protein,--,14,7,41,27,15,3,102,68,19,1,12,33,4,42,32,1,17,14,3,13,62,9,16,98
PA1324,--,--,hypothetical protein,--,112,46,325,25,82,5,1628,82,57,21,24,60,18,143,102,27,56,36,12,18,67,80,40,209
PA1325,--,yybH,conserved hypothetical protein,--,103,12,34,12,10,16,586,50,3,7,3,0,0,7,36,12,16,16,6,21,38,12,13,60
PA1326,ilvA2,--,threonine dehydratase biosynthetic,threonine deaminase,15,19,17,3,9,16,108,83,11,3,24,24,4,39,51,23,10,40,8,13,48,37,3,114
PA1327,--,--,probable protease,--,46,28,52,7,27,9,215,177,20,6,25,34,16,31,102,25,39,30,18,23,69,27,5,113
PA1328,--,--,probable transcriptional regulator,--,42,73,25,5,21,3,355,68,5,0,9,31,10,11,35,7,4,6,3,37,0,12,17,84
PA1329,--,--,conserved hypothetical protein,--,2,0,0,0,0,0,5,11,0,0,5,0,0,0,3,0,0,0,2,0,0,0,5,3
PA1330,--,--,probable short-chain dehydrogenase,--,77,16,30,25,3,3,667,44,10,9,21,7,4,14,46,3,9,14,3,15,0,23,2,40
PA1331,--,yegH,conserved hypothetical protein,--,216,83,178,67,23,28,540,438,57,21,167,63,47,59,160,31,92,226,81,147,0,57,17,162
PA1332,--,--,hypothetical protein,--,73,92,55,10,12,2,67,43,8,11,21,9,19,4,39,11,23,13,4,3,0,26,21,48
PA1333,--,--,hypothetical protein,--,43,37,21,39,12,1,116,31,8,3,25,9,6,9,18,13,7,4,7,11,0,18,5,78
PA1334,--,--,probable oxidoreductase,--,8,7,1,0,1,0,65,11,3,2,0,0,0,0,4,8,4,0,0,7,0,5,1,1
PA1335,aauR,--,AauR,AauR,10,5,18,0,5,4,16,66,8,0,27,0,2,15,8,0,3,13,9,7,0,19,5,41
PA1336,aauS,--,AauS,AauS,31,18,55,12,19,8,72,161,23,1,13,0,11,23,18,9,14,36,12,17,0,16,4,43
PA1337,ansB,pga,glutaminase-asparaginase,--,18,3,335,45,3,5,802,48,18,3,57,2,0,22,10,8,10,26,5,7,0,32,8,156
PA1338,ggt,--,gamma-glutamyltranspeptidase precursor,--,13,15,124,7,10,2,191,38,21,2,83,30,9,30,13,2,6,15,12,7,0,19,8,123
PA1339,aatP,--,AatP,amino acid ABC transporter ATP binding protein ; AatP,28,11,268,22,13,3,558,74,35,4,111,26,3,24,39,12,10,44,11,12,0,20,22,378
PA1340,aatM,--,AatM,amino acid ABC transporter membrane protein ; AatM,43,10,327,16,24,1,552,38,23,1,37,13,0,29,13,15,13,14,9,5,0,16,17,233
PA1341,aatQ,--,AatQ,amino acid ABC transporter membrane protein ; AatQ,31,13,258,26,4,11,571,38,33,5,26,3,3,8,21,7,16,41,12,16,0,33,10,203
PA1342,aatJ,--,putative acidic amino acid ABC transporter substrate-binding protein,AatJ ; putative acidic amino acid ABC transporter substrate-binding protein,189,51,721,102,44,28,1871,392,312,37,263,110,184,178,293,103,169,161,81,154,141,236,62,559
PA1343,--,--,hypothetical protein,--,2230,138,538,204,25,13,12269,65,79,188,15,46,34,455,466,135,175,16,6,4,20,257,20,149
PA1344,--,yvaG,probable short-chain dehydrogenase,--,181,85,223,77,155,23,480,105,116,19,179,39,43,109,120,16,30,50,7,26,39,14,40,68
PA1345,--,--,hypothetical protein,--,11,51,50,2,19,12,250,65,29,21,17,2,21,15,58,12,20,16,4,13,36,8,1,63
PA1346,--,--,hypothetical protein,--,21,3,4,0,0,4,38,16,0,1,8,0,0,0,1,2,0,3,2,7,1,0,0,9
PA1347,--,--,probable transcriptional regulator,--,5,1,6,3,8,4,67,16,5,0,7,0,3,12,10,12,0,1,0,6,11,0,4,4
PA1348,--,--,hypothetical protein,--,28,26,38,12,9,5,158,86,20,3,0,0,7,17,22,11,4,8,5,8,11,6,5,32
PA1349,--,--,conserved hypothetical protein,--,49,8,21,3,7,3,65,74,39,5,4,0,1,15,24,5,10,9,7,7,22,0,4,38
PA1350,--,--,hypothetical protein,--,39,74,35,10,18,7,125,86,10,3,7,9,12,7,24,3,18,2,5,7,18,3,5,34
PA1351,--,--,probable sigma-70 factor ECF subfamily,--,9,11,9,3,10,0,11,24,0,0,7,8,5,8,11,1,5,12,1,5,11,10,7,13
PA1352,--,--,conserved hypothetical protein,--,1,6,1,0,7,1,2,14,6,0,7,2,7,0,3,1,4,4,2,14,0,6,0,3
PA1353,--,--,hypothetical protein,--,4,7,7,0,5,3,52,9,0,0,7,5,0,0,6,2,2,1,0,6,3,0,3,7
PA1354,--,--,hypothetical protein,--,8,16,26,2,25,2,65,34,9,0,11,12,0,6,13,2,6,6,2,13,19,17,3,6
PA1355,--,--,hypothetical protein,--,1,0,0,4,0,1,22,4,0,0,0,0,0,0,4,0,8,0,0,3,0,0,0,5
PA1356,--,--,hypothetical protein,--,15,7,42,6,3,1,148,26,26,2,3,7,6,9,21,4,9,8,5,6,4,9,6,7
PA1357,--,--,conserved hypothetical protein,--,6,7,31,10,21,3,43,75,7,6,0,0,15,18,15,27,0,16,7,10,28,26,7,38
PA1358,--,--,hypothetical protein,--,16,16,29,11,10,4,45,35,19,1,25,12,14,19,21,28,15,10,2,24,15,16,2,26
PA1359,--,--,probable transcriptional regulator,--,17,16,12,18,9,1,40,63,12,5,2,36,9,30,22,24,15,18,2,28,17,21,8,23
PA1360,--,ybiF,conserved hypothetical protein,--,148,61,58,32,21,8,727,145,127,30,33,83,35,123,129,162,92,68,22,57,81,258,12,116
PA1361,norM,ydhE ; pmpM,NorM,NorM,95,37,101,56,31,24,268,192,90,13,39,52,34,82,97,42,47,103,22,49,60,93,9,112
PA1362,--,--,hypothetical protein,--,12,1,2,12,5,0,5,25,1,0,0,0,0,0,3,2,0,1,1,0,5,11,1,2
PA1363,--,--,ECF sigma factor,"ECF sigma factor ; probable sigma-70 factor, ECF subfamily",77,100,82,59,152,20,239,117,41,7,68,79,66,38,111,19,41,76,25,29,60,29,88,236
PA1364,--,--,probable transmembrane sensor,--,37,43,50,33,50,6,39,102,9,7,21,9,18,27,50,5,26,39,17,28,31,18,25,114
PA1365,--,--,probable siderophore receptor,--,183,126,171,122,103,33,125,340,29,10,103,73,50,60,128,23,30,57,404,70,147,26,25,232
PA1366,--,--,hypothetical protein,--,0,0,0,0,0,0,553,229,0,0,0,0,62,0,110,33,44,34,0,0,0,30,1,0
PA1367,--,--,hypothetical protein,--,18,10,8,2,12,4,98,24,4,3,7,15,12,19,6,6,13,23,6,45,5,39,4,17
PA1368,--,--,hypothetical protein,--,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,7,0,0,3,0,0,0,0
PA1369,--,--,hypothetical protein,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
PA1370,--,--,hypothetical protein,--,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,0,7,0,0,1,0,0,0,0
PA1371,--,--,hypothetical protein,--,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,0,0,0,0,0,0
PA1372,--,--,hypothetical protein,--,0,0,0,0,0,0,0,0,0,1,0,0,36,0,63,0,20,1,0,0,0,0,0,0
PA1373,fabF2,--,3-oxoacyl-acyl carrier protein synthase II,--,126,61,71,23,24,17,435,120,30,10,31,56,26,30,67,47,38,27,22,30,47,92,25,86
PA1374,--,--,hypothetical protein,--,40,11,22,13,47,8,71,52,36,5,77,14,26,26,49,29,11,18,12,23,42,17,12,62
PA1375,pdxB,--,erythronate-4-phosphate dehydrogenase,--,37,33,19,21,11,6,94,99,19,3,22,18,29,19,30,6,23,74,19,33,41,3,13,31
PA1376,aceK,--,isocitrate dehydrogenase kinase/phosphatase,--,129,73,120,55,78,44,370,200,54,27,49,44,64,89,112,37,56,45,53,69,177,45,19,210
PA1377,--,yhhY,conserved hypothetical protein,--,33,25,11,13,13,7,59,46,14,1,14,10,7,17,19,1,8,6,9,20,25,10,2,38
PA1378,--,--,hypothetical protein,--,21,40,41,11,14,12,0,27,0,2,0,0,5,0,0,6,0,0,10,0,0,0,0,0
PA1379,--,--,probable short-chain dehydrogenase,--,1,0,6,0,0,3,0,16,0,1,0,0,9,0,0,1,2,0,2,0,0,0,0,0
PA1380,--,--,probable transcriptional regulator,--,2,3,5,5,0,1,0,29,0,4,0,0,12,0,0,11,1,0,1,0,0,0,0,0
PA1381,--,--,hypothetical protein,--,0,0,0,0,0,0,0,0,5,0,0,29,2,49,0,14,1,4,0,9,0,7,1,0
PA1382,--,xqhB,probable type II secretion system protein,--,0,0,0,0,0,0,0,0,25,2,0,10,12,12,0,8,11,17,0,25,0,17,4,0
PA1383,--,--,hypothetical protein,--,0,0,0,0,0,0,0,0,58,10,0,15,29,32,0,12,29,31,0,62,0,212,18,0
PA1384,galE,--,UDP-glucose 4-epimerase,galactowaldenase,0,0,0,0,0,0,0,0,13,0,0,8,1,13,0,0,0,0,0,27,0,13,0,0
PA1385,--,--,probable glycosyl transferase,--,0,0,0,0,0,0,0,0,16,4,0,2,12,33,0,4,15,5,0,62,0,14,1,0
PA1386,--,--,probable ATP-binding component of ABC transporter,--,0,0,0,0,0,0,0,0,12,10,0,16,11,26,0,13,25,10,0,55,0,5,4,0
PA1387,--,--,hypothetical protein,--,0,0,0,0,0,0,0,0,20,6,0,6,21,10,0,13,20,6,0,22,0,0,27,0
PA1388,--,--,hypothetical protein,--,0,0,0,0,0,0,0,0,7,4,0,0,0,6,0,2,0,4,0,6,0,0,4,0
PA1389,--,--,probable glycosyl transferase,--,0,0,0,0,0,0,0,0,25,3,0,1,17,11,0,3,6,23,0,21,0,10,8,0
PA1390,--,--,probable glycosyl transferase,--,0,0,0,0,0,0,0,0,8,0,0,5,9,13,0,1,17,26,0,15,0,18,6,0
PA1391,--,--,probable glycosyl transferase,--,0,0,0,0,0,0,0,0,4,0,0,0,13,46,0,6,6,19,0,26,0,31,7,0
PA1392,--,--,hypothetical protein,--,0,0,0,0,0,0,0,0,8,1,0,14,17,4,0,5,4,24,0,16,0,10,6,0
PA1393,cysC,--,adenosine 5'-phosphosulfate (APS) kinase,adenylylsulfate kinase ; ATP:APS 3'-phosphotransferase,0,0,0,0,0,0,0,0,11,1,0,5,1,3,0,1,0,0,0,6,0,0,1,0
PA1394,--,--,hypothetical protein,--,26,35,11,0,0,5,752,2,15,0,31,0,0,0,58,0,2,0,0,1,27,9,0,207
PA1395,--,--,hypothetical protein,--,4,0,0,0,2,4,247,9,4,0,9,0,0,0,43,8,11,0,2,9,23,0,1,43
PA1396,--,--,probable two-component sensor,--,38,20,24,21,17,9,102,82,25,1,30,25,13,36,88,6,18,11,6,11,70,33,3,41
PA1397,--,--,probable two-component response regulator,--,19,21,23,4,5,3,100,31,8,2,0,0,11,0,30,4,5,18,3,1,9,7,16,30
PA1398,--,--,hypothetical protein,--,5,11,12,17,0,0,43,21,1,0,7,0,15,12,2,2,3,6,4,0,0,12,4,27
PA1399,--,--,probable transcriptional regulator,--,24,12,20,4,4,7,512,22,27,11,9,0,10,12,28,28,20,4,2,10,17,63,1,16
PA1400,--,--,probable pyruvate carboxylase,--,9,20,13,18,8,5,68,96,8,1,13,0,2,32,34,11,11,40,1,10,26,0,10,24
PA1401,--,--,hypothetical protein,--,63,30,42,11,25,8,70,27,7,3,17,11,13,28,13,22,11,6,3,45,46,0,5,24
PA1402,--,--,hypothetical protein,--,5,3,7,0,4,1,18,39,0,1,3,0,3,6,9,5,6,1,1,5,14,2,1,3
PA1403,--,--,probable transcriptional regulator,--,12,17,8,0,1,2,63,28,3,1,0,0,4,20,8,1,12,0,1,0,5,0,4,10
PA1404,--,--,hypothetical protein,--,4,7,22,5,6,0,60,12,9,5,0,0,7,0,3,1,1,12,0,0,0,0,0,9
PA1405,--,--,probable helicase,--,55,6,74,7,23,3,123,98,22,5,36,13,12,65,24,6,15,30,7,17,26,26,7,95
PA1406,--,--,hypothetical protein,--,13,11,9,22,19,1,33,35,46,2,36,9,6,32,6,4,17,2,2,0,6,0,0,23
PA1407,--,--,hypothetical protein,--,57,22,53,8,10,1,169,80,7,1,34,15,13,31,14,5,13,21,1,0,26,7,1,44
PA1408,--,--,hypothetical protein,--,136,63,101,36,85,8,337,257,119,12,56,51,111,170,72,14,65,72,16,24,96,62,40,238
PA1409,aphA,--,acetylpolyamine aminohydrolase,--,1,4,17,0,12,2,43,22,8,3,8,7,5,1,15,1,17,28,2,1,21,32,0,15
PA1410,--,potF1,probable periplasmic spermidine/putrescine-binding protein,--,5,3,42,3,2,2,78,32,6,0,12,0,1,0,7,4,2,31,2,9,11,27,0,22
PA1411,--,--,hypothetical protein,--,22,13,15,5,2,3,55,33,13,0,4,0,11,7,25,5,8,15,1,6,9,21,11,22
PA1412,--,--,hypothetical protein,--,8,24,3,54,3,2,52,45,0,0,0,8,7,0,12,6,3,3,21,1,2,0,10,14
PA1413,--,yneJ,probable transcriptional regulator,--,177,146,58,354,25,18,1536,5319,88,8,102,249,152,31,124,46,343,33,22,20,60,42,194,121
PA1414,--,--,hypothetical protein,--,58743,7366,66894,12892,9353,475,124479,172558,15055,21259,58374,31895,20931,46367,62084,18420,32623,70985,10616,57925,18263,23525,23925,75029
PA1415,--,--,hypothetical protein,--,20,8,17,9,6,8,113,106,46,8,7,30,17,23,63,21,73,4,4,8,33,37,19,37
PA1416,--,--,conserved hypothetical protein,--,7,6,7,4,3,5,28,44,12,2,3,25,4,32,19,6,31,10,7,5,16,0,9,8
PA1417,--,--,probable decarboxylase,--,9,6,8,7,2,2,53,39,8,0,0,36,0,14,13,8,16,2,3,7,1,0,3,4
PA1418,--,--,probable sodium:solute symport protein,--,61,22,17,25,3,12,124,97,21,1,50,21,14,30,28,10,29,10,14,15,28,12,2,38
PA1419,--,--,probable transporter,--,13,14,41,0,5,18,100,102,12,0,7,16,21,44,49,14,20,23,35,18,25,44,2,14
PA1420,--,--,hypothetical protein,--,6,1,24,0,6,9,36,36,7,0,7,0,0,1,9,4,6,5,21,0,2,23,1,23
PA1421,gbuA,speB2,guanidinobutyrase,"agmatinase, agmatine ureohydrolase, AUH, proclavaminate amidino hydrolase, proclavaminic acid amidino hydrolase, PAH ; 4-guanidinobutanoate amidinohydrolase ; guanidinobutyrase",20,12,25,0,12,36,150,104,34,2,2,0,35,48,96,37,40,18,56,23,42,35,10,44
PA1422,gbuR,--,GbuR,--,44,6,27,6,10,6,85,79,38,3,28,20,18,22,29,5,13,24,4,21,23,22,11,30
PA1423,bdlA,biofilm dispersion locus A,BdlA,BdlA ,25,8,12,1,7,3,25,38,31,1,35,0,16,6,26,9,1,25,8,5,13,17,2,30
PA1424,--,--,hypothetical protein,--,15,9,18,15,13,6,37,41,14,7,12,0,8,2,14,7,13,10,6,2,24,0,6,35
PA1425,--,--,probable ATP-binding component of ABC transporter,--,70,24,77,37,57,7,483,151,118,19,49,22,70,125,63,17,9,69,5,16,82,80,23,116
PA1426,--,--,hypothetical protein,--,3,1,9,13,2,0,31,12,13,0,1,13,2,0,9,2,0,6,0,1,8,0,1,7
PA1427,--,--,hypothetical protein,--,1,1,4,2,2,3,16,37,5,0,0,8,1,0,5,0,4,12,1,7,9,0,7,7
PA1428,--,yjaB,conserved hypothetical protein,--,5,5,25,7,1,2,89,30,19,4,2,0,4,19,12,6,1,0,0,3,1,27,1,16
PA1429,--,--,probable cation-transporting P-type ATPase,--,93,8,105,28,0,29,786,637,239,21,141,85,167,243,95,21,125,63,37,110,210,81,47,350
